phrase_woodruff,phrase_scripture,similarity_score,verse_title,volume_title
thou shalt labour in the temple of the lord thy god thou shalt teach thy,thou shalt not take thy brother's garment thou shalt pay for that which thou shalt receive of thy brother,0.7417770538189822,Doctrine and Covenants 42:54,Doctrine and Covenants
heaven and earth pass away my words shall not pass away but shall be fulfilled,though the heavens and the earth pass away my word shall not pass away but,0.7415562083986138,Doctrine and Covenants 1:38,Doctrine and Covenants
unto thee thou shalt have part in the first resurrection and thou shalt come forth,in travail for now shalt thou go forth out of the city and thou shalt,0.7414576158236559,Micah 4:10,Old Testament
of devouring fire for by fire and the sword will the lord plead with all,for by fire and by his sword will the lord plead with all flesh and,0.7412930749540836,Isaiah 66:16,Old Testament
thou shalt be a comfort unto them thou shalt be baptized the day thou art,in righteousness shalt thou be established thou shalt be far from oppression for thou shalt,0.7410725428128372,3 Nephi 22:14,Book of Mormon
thou shalt be a comfort unto them thou shalt be baptized the day thou art,in righteousness shalt thou be established thou shalt be far from oppression for thou shalt,0.7410725428128372,Isaiah 54:14,Old Testament
thou shalt labour in the temple of the lord thy god thou shalt teach thy,and thou shalt rejoice before the lord thy god thou and thy son and thy,0.7410660391761542,Deuteronomy 16:11,Old Testament
send elijah to seal the children to the fathers and fathers to the children now,children to their fathers and the hearts of the fathers to the children,0.7410354444929704,Doctrine and Covenants 98:16,Doctrine and Covenants
upon the earth until the law shall go forth of zion and the word of,of zion shall go forth the law and the word of the lord from jerusalem,0.7407514973258196,2 Nephi 12:3,Book of Mormon
upon the earth until the law shall go forth of zion and the word of,of zion shall go forth the law and the word of the lord from jerusalem,0.7407514973258196,Isaiah 2:3,Old Testament
a city and two of a family and bring them to zion and i will,will take you one of a city and two of a family and i will bring you to zion,0.7400811985787044,Jeremiah 3:14,Old Testament
and son wilford woodruff jr and his son wilford smith woodruff and his son charles,and the sons of mishma hamuel his son zacchur his son shimei his son,0.7400591466917292,1 Chronicles 4:26,Old Testament
as a hen gathereth her chickens under wings but ye would not and he then,a hen gathereth her chickens under her wings and have nourished you,0.7395762298777881,3 Nephi 10:4,Book of Mormon
states making a distance in all of five thousand three hundred and fifty one miles,hundred thousand and three thousand and five hundred and fifty,0.7392749375372154,Numbers 2:32,Old Testament
against god the father the son and the holy ghost that bears record of them,the holy ghost which beareth record of the father and the son,0.739135092916105,Moses 7:11,Pearl of Great Price
let us go up unto zion the city of the lord our god that the,arise ye and let us go up to zion unto the lord our god,0.7388391851445375,Jeremiah 31:6,Old Testament
turn the hearts of the fathers to the children and the hearts of the children,the children the promises made to the fathers and the hearts of the children shall,0.7385939127274792,Joseph Smith--History 1:39,Pearl of Great Price
my servant john taylor 1808 and my servant wilford woodruff and my servant orson pratt,and also my servant ezra thayre and my servant thomas b marsh,0.7379310846290745,Doctrine and Covenants 75:31,Doctrine and Covenants
thou shalt labour in the temple of the lord thy god thou shalt teach thy,thou shalt not abhor an edomite for he is thy brother thou shalt not abhor,0.7377501979672798,Deuteronomy 23:7,Old Testament
see it and know that i an god ye latter day saints do ye not,ye know that ye do transgress the laws of god and ye do know that,0.737574046430945,Alma 60:33,Book of Mormon
my son thou hast spoken well i have all thou hast said in my heart,thou hast proved mine heart thou hast visited me in the night thou hast tried,0.737173634991246,Psalms 17:3,Old Testament
to take a prey and to take a spoil which they will do for the,to take a spoil and to take a prey to turn thine hand upon the,0.737033419022783,Ezekiel 38:12,Old Testament
lord almighty i will rend 3 their kingdoms i will shake not only the earth,for with you saith the lord almighty i will rend their kingdoms i will not,0.736812137546396,Doctrine and Covenants 84:118,Doctrine and Covenants
hen gathereth her chickens under her wings but they would not god and angels dont,who will gather his people even as a hen gathereth her chickens under her wings,0.7360191863181561,Doctrine and Covenants 29:2,Doctrine and Covenants
and if they cannot keep a celestial law and are not able to abide a,for he who is not able to abide the law of a celestial kingdom cannot abide a celestial glory,0.735874210156602,Doctrine and Covenants 88:22,Doctrine and Covenants
my servant john taylor 1808 and my servant wilford woodruff and my servant orson pratt,it is my will that my servant parley p pratt and my servant lyman wight,0.7354789634606118,Doctrine and Covenants 103:30,Doctrine and Covenants
and the love of god our father and the grace of jesus christ our lord,the love of god which is in christ jesus our lord,0.734474717441306,Romans 8:39,New Testament
lord will bring gold for iron silver for stones iron and then you will have,for brass i will bring gold and for iron i will bring silver and for,0.7343634648924168,Isaiah 60:17,Old Testament
if that sin is not unto death their is a sin unto death which we,all unrighteousness is sin and there is a sin not unto death,0.7339764220699159,1 John 5:17,New Testament
though the heavens and [earth] pass away my words will not pass away but but,and though the heaven and the earth pass away these words shall not pass away but shall be fulfilled,0.7339121898462441,Doctrine and Covenants 56:11,Doctrine and Covenants
whom i have raised up in these last days that i have ordained you to,lord have raised up in these last days,0.7337666897382832,Doctrine and Covenants 53:1,Doctrine and Covenants
upon the earth until the law shall go forth of zion and the word of,law shall go forth of zion and the word of the lord from jerusalem,0.7335287768174312,Micah 4:2,Old Testament
sent forth into the wor[ld] to enlighten the humble and contrite and to the condemnation,for my spirit is sent forth into the world to enlighten the humble and contrite and to the condemnation of the ungodly,0.733527604413114,Doctrine and Covenants 136:33,Doctrine and Covenants
day of the lord come that he shall turn the hearts of the fathers to,fathers and the hearts of the children shall turn to their fathers,0.7334987495569312,Doctrine and Covenants 2:2,Doctrine and Covenants
goodness of god neither have ye sought to recover israel wo wo wo unto you,wo wo wo unto this people wo unto the inhabitants of the whole earth except,0.7333490357254139,3 Nephi 9:2,Book of Mormon
that he should seal his testimony with his blood that he might be honored and,his testimony with his blood that he might be honored and the wicked might be condemned,0.7332683048259508,Doctrine and Covenants 136:39,Doctrine and Covenants
god inspired by the power of god and the gift of the holy ghost such,by the power of the holy ghost which is the gift of god unto all,0.7323364850185724,1 Nephi 10:17,Book of Mormon
head in the name of jesus christ the son of the living god and seal,way of baptism in the name of jesus christ the son of the living god,0.7323312625271422,Doctrine and Covenants 55:2,Doctrine and Covenants
on the north west and 7 on the south east one on the south the,them on the east and on the south of the hill riplah,0.7301361443988106,Alma 43:31,Book of Mormon
for man to enter into this kingdom of god those who seek to enter in,for a rich man to enter into the kingdom of god,0.7298239159225375,Mark 10:25,New Testament
thou shalt have great blessing thou art of the blood of ephraim if thou will,joseph my son if thou livest until thou art eightyfive years old thou shalt see,0.7294700260828688,Doctrine and Covenants 130:15,Doctrine and Covenants
lest i come and smite the whole earth with a curse the answer is right,the children to their fathers lest i come and smite the earth with a curse,0.7294466854704095,Doctrine and Covenants 128:17,Doctrine and Covenants
states and canada and visited the following towns and cities towns and cities states towns,bashan and all the towns of jair which are in bashan threescore cities,0.7292179323714493,Joshua 13:30,Old Testament
they without us could not be made perfect neither can you without me nor i,them cannot be made perfect neither can they without us be made perfect neither can,0.7285987663687227,Doctrine and Covenants 128:18,Doctrine and Covenants
and son wilford woodruff jr and his son wilford smith woodruff and his son charles,and terah took abram his son and lot the son of haran his son's son,0.728397072258662,Genesis 11:31,Old Testament
taken from the jews and given to a nation bringing forth the fruits there of,given to a nation bringing forth the fruits thereof,0.7283211755567798,Matthew 21:43,New Testament
we say unto you that you shall have power over your enemies and you shall,shall be delivered unto you by him ye shall prosper in the land and your enemies shall have no power over you,0.7282698875210931,Mosiah 2:31,Book of Mormon
"of the lords prayer ""may thy kingdom come and thy will be done on earth",thy kingdom come thy will be done in earth as it is in heaven,0.7282005047816323,Matthew 6:10,New Testament
vane for i am the lord your god even the god of your fathers the,am the lord your god even the god of your fathers the god of abraham and of isaac and of jacob,0.7277295540647998,Doctrine and Covenants 136:21,Doctrine and Covenants
and son wilford woodruff jr and his son wilford smith woodruff and his son charles,the sons of merari mahli libni his son shimei his son uzza his son,0.7276939187539881,1 Chronicles 6:29,Old Testament
him to lift up his voice long and loud preparing the way for the second,and let him lift up his voice long and loud in the midst of the,0.7276455330420986,Doctrine and Covenants 124:75,Doctrine and Covenants
soon administer unto thee and reveal unto thee thy duty yea and give unto thee,and i will betroth thee unto me for ever yea i will betroth thee unto,0.7276430781145709,Hosea 2:19,Old Testament
as a hen gathereth her chickens under wings but ye would not and he then,as a hen gathereth her chickens under her wings if ye will repent and return unto me with full purpose of heart,0.7275475524459512,3 Nephi 10:6,Book of Mormon
the power of god and the gift of the holy ghost until they have gatherd,for they shall have the gift and the power of the holy ghost and if,0.7275289205043926,1 Nephi 13:37,Book of Mormon
is power in the charters of nauvoo shall be saved he that believeth not shall,he that believeth and is baptized shall be saved but he that believeth not shall be damned,0.7271836805039675,Mark 16:16,New Testament
to the 1st of st john the light shineth in darkness and and again the,the light and the life of the world a light which shineth in darkness and the darkness comprehendeth it not,0.7271371835121289,Doctrine and Covenants 34:2,Doctrine and Covenants
to the 1st of st john the light shineth in darkness and and again the,the light and the life of the world a light which shineth in darkness and the darkness comprehendeth it not,0.7271371835121289,Doctrine and Covenants 39:2,Doctrine and Covenants
thy body be changed in the twinkling of an eye from mortality to immortality and,my glory ye shall be changed in the twinkling of an eye from mortality to,0.7270526407211091,3 Nephi 28:8,Book of Mormon
him to warn the people that they may be left without excuse this was the,falleth that they may be left also without excuse,0.7269221622374291,Doctrine and Covenants 124:7,Doctrine and Covenants
j taylor 44 we met with 3 sons and 2 sons in law of john,and the sons of hananiah pelatiah and jesaiah the sons of rephaiah the sons of,0.7268884874728068,1 Chronicles 3:21,Old Testament
thou shalt labour in the temple of the lord thy god thou shalt teach thy,but if from thence thou shalt seek the lord thy god thou shalt find him,0.7266593430218645,Deuteronomy 4:29,Old Testament
we are cautioned to beware of pride lest we become like the nephites of old,are mine to give but beware of pride lest ye become as the nephites of old,0.7265903566434023,Doctrine and Covenants 38:39,Doctrine and Covenants
ordained 7 elders and 9 priests 11 teachers and 5 deacons this with some other,and to ordain other elders priests teachers and deacons,0.7263473860310953,Doctrine and Covenants 20:39,Doctrine and Covenants
lest i come and smite the whole earth with a curse the answer is right,of the children to their fathers lest i come and smite the earth with a curse,0.7258409512975574,3 Nephi 25:6,Book of Mormon
lest i come and smite the whole earth with a curse the answer is right,of the children to their fathers lest i come and smite the earth with a curse,0.7258409512975574,Malachi 4:6,Old Testament
to the 1st of st john the light shineth in darkness and and again the,the end the light and the life of the worlda light that shineth in darkness and the darkness comprehendeth it not,0.7256369826217668,Doctrine and Covenants 45:7,Doctrine and Covenants
thou shalt have a residence in zion and do a great work there thou shalt,thou shalt come to babylon and there thou shalt die and shalt be buried there,0.7254609516060582,Jeremiah 20:6,Old Testament
the children and the hearts of the children to their fathers lest i come and,to turn the hearts of the fathers to the children and the children to the,0.7254314478906908,Doctrine and Covenants 110:15,Doctrine and Covenants
days that god should set his hand again the second time to recover the remnant,and the day that he shall set his hand again the second time to recover,0.7251391303647527,Jacob 6:2,Book of Mormon
thou shalt be a comfort unto them thou shalt be baptized the day thou art,blessed shalt thou be when thou comest in and blessed shalt thou be when thou goest out,0.7250930061624665,Deuteronomy 28:6,Old Testament
twelve and build up the kingdom of god and regulate all the affairs of the,heaven to build up the church and regulate all the affairs of the same in,0.7250738067127476,Doctrine and Covenants 107:33,Doctrine and Covenants
is power in the charters of nauvoo shall be saved he that believeth not shall,and he that believeth and is baptized shall be saved and he that believeth not shall be damned,0.7248382953542959,Doctrine and Covenants 68:9,Doctrine and Covenants
and the love of god our father and the grace of jesus christ our lord,grace of god the father and our lord jesus christ and his holy will because,0.7247755815245104,Moroni 7:2,Book of Mormon
i sit as a queen am no widow and shall see no sorrow the revelator,her for she saith in her heart i sit a queen and am no widow and shall see no sorrow,0.7246262640460431,Revelation 18:7,New Testament
president and council captains of hundreds fifties and tens to further the organization of the,and appoint presidents and captains of hundreds and of fifties and of tens,0.7245910486660019,Doctrine and Covenants 136:15,Doctrine and Covenants
of this nation all their sins wickedness and abominations are open before thy face they,hide their sins and wickedness and abominations from before thy face!,0.7245453577989317,Moroni 9:15,Book of Mormon
1808 and my servant wilford woodruff and my servant orson pratt and to all the,let my servant george and my servant lyman and my servant john snider and others,0.7245433087705547,Doctrine and Covenants 124:22,Doctrine and Covenants
that layeth down his life for my shake shall find it again and have eternal,and whoso layeth down his life in my cause for my name's sake shall find it again even life eternal,0.7243188914537005,Doctrine and Covenants 98:13,Doctrine and Covenants
to bear witness of that light he told the people that his mission was to,he was not that light but was sent to bear witness of that light,0.7240370436428104,John 1:8,New Testament
children and the hearts of the children unto the fathers even those who are in,the hearts of the fathers to the children and the hearts of the children to,0.7238959317326746,Doctrine and Covenants 27:9,Doctrine and Covenants
is power in the charters of nauvoo shall be saved he that believeth not shall,and he that believeth and is baptized shall be saved but he that believeth not shall be damned,0.7238942011419188,Mormon 9:23,Book of Mormon
j taylor 44 we met with 3 sons and 2 sons in law of john,and the sons of pallu eliab,0.7237057325862417,Numbers 26:8,Old Testament
j taylor 44 we met with 3 sons and 2 sons in law of john,the sons of pharez hezron and hamul,0.7237057325862417,1 Chronicles 2:5,Old Testament
j taylor 44 we met with 3 sons and 2 sons in law of john,the sons of merari mahli and mushi the sons of mahli eleazar and kish,0.7237057325862417,1 Chronicles 23:21,Old Testament
the days of the coming of the son of man first to the saints of,the signs of the coming of the son of man,0.7235348928093873,Doctrine and Covenants 68:11,Doctrine and Covenants
and the love of god our father and the grace of jesus christ our lord,the grace of the lord jesus christ and the love of god and the communion,0.7229459544103375,2 Corinthians 13:14,New Testament
as a hen gathereth her chickens under wings but ye would not and he then,her chickens under her wings and ye would not!,0.7223218476913363,Matthew 23:37,New Testament
thou shalt be a comfort unto them thou shalt be baptized the day thou art,thee and thou shalt be for booties unto them,0.7222361037126919,Habakkuk 2:7,Old Testament
find any occasion against this daniel except we find it against him concerning the law,find it against him concerning the law of his god,0.7221274823418443,Daniel 6:5,Old Testament
i will burn them up saith the lord of hosts as i the lord have,burn them up saith the lord of hosts for they shall be as stubble,0.7219930445183337,2 Nephi 26:4,Book of Mormon
of joseph used to push the people together from the ends of the earth these,for behold they shall push the people together from the ends of the earth,0.7218860976261462,Doctrine and Covenants 58:45,Doctrine and Covenants
your acts therefore be faithful until i come i come quickly to reward every man,be faithful until i come for i come quickly and my reward is with me,0.7218529043201545,Doctrine and Covenants 112:34,Doctrine and Covenants
thou shalt labour in the temple of the lord thy god thou shalt teach thy,thou shalt be perfect with the lord thy god,0.7218358953612044,Deuteronomy 18:13,Old Testament
shalt make diligent search till thou shalt deliver it to him again thou shall be,if thou shalt find that which thy neighbor has lost thou shalt make diligent search,0.7215626322698405,Doctrine and Covenants 136:26,Doctrine and Covenants
of the almighty which giveth the spirit of man understanding it is the greatest testimony,but there is a spirit in man and the inspiration of the almighty giveth them understanding,0.7213166745549405,Job 32:8,Old Testament
and son wilford woodruff jr and his son wilford smith woodruff and his son charles,and solomon's son was rehoboam abia his son asa his son jehoshaphat his son,0.7201529334541573,1 Chronicles 3:10,Old Testament
and my wrath and indignation are about to be poured out upon them and the,in torment for the fiery indignation of the wrath of god to be poured out upon them,0.7201149059563455,Moses 7:1,Pearl of Great Price
unto thee thou shalt have part in the first resurrection and thou shalt come forth,thee and thou shalt be for booties unto them,0.7196180206684115,Habakkuk 2:7,Old Testament
thou shalt labour in the temple of the lord thy god thou shalt teach thy,written thou shalt worship the lord thy god and him only shalt thou serve,0.7193423780123184,Luke 4:8,New Testament
of hundreds captains of fifties and captains of tens with a president and his two,all captains of thousands and captains of hundreds,0.7191753616374065,1 Samuel 22:7,Old Testament
presence and their enemies become a prey unto them may they come forth unto zion,their enemies shall become a prey unto them,0.7188733860969437,Doctrine and Covenants 133:28,Doctrine and Covenants
earth pass away my words shall not pass away but shall all be fulfilled saith,shall not pass away until all i have told you shall be fulfilled,0.7187931077373548,Joseph Smith--Matthew 1:34,Pearl of Great Price
earth pass away my words shall not pass away but shall all be fulfilled saith,have told you shall not pass away until all shall be fulfilled,0.7187931077373548,Doctrine and Covenants 45:23,Doctrine and Covenants
thou shalt be a comfort unto them thou shalt be baptized the day thou art,but with me thou shalt be in safeguard,0.7187205873955139,1 Samuel 22:23,Old Testament
to the mill the day before and no eye hath seen nor ear heard neither,but as it is written eye hath not seen nor ear heard neither have entered,0.7186605866830875,1 Corinthians 2:9,New Testament
and the love of god our father and the grace of jesus christ our lord,in him according to the grace of our god and the lord jesus christ,0.7184269935822237,2 Thessalonians 1:12,New Testament
off from the church and given over to the buffetings of satan until the day,to the buffetings of satan until the day of redemption,0.7183842110662125,Doctrine and Covenants 82:21,Doctrine and Covenants
i will burn them up saith the lord of hosts as i the lord have,saith the lord of hosts and i will turn unto you saith the lord of hosts,0.7182792317694702,Zechariah 1:3,Old Testament
they had upon the mark or the prize of the high calling in christ jesus,i press toward the mark for the prize of the high calling of god in christ jesus,0.7177198117760637,Philippians 3:14,New Testament
"before the coming of the great and dreadful day of the lord"" ""and he shall",priesthood by the hand of elijah the prophet before the coming of the great and dreadful day of the lord,0.7174392940440083,Joseph Smith--History 1:38,Pearl of Great Price
forever upon the earth for i know that my redeemer liveth and he hath this,for i know that my redeemer liveth and that he shall stand at the latter day upon the earth,0.7173621306392106,Job 19:25,Old Testament
spirit of inspiration the power of god and the gift of the holy ghost the,by the power of the holy ghost which is the gift of god unto all,0.7168845931312945,1 Nephi 10:17,Book of Mormon
earth pass away my words shall not pass away but shall all be fulfilled saith,though the heavens and the earth pass away my word shall not pass away but,0.7168519392640608,Doctrine and Covenants 1:38,Doctrine and Covenants
on the north west and 7 on the south east one on the south the,the east and to the west to the north and to the south,0.7167853355872866,Doctrine and Covenants 42:63,Doctrine and Covenants
and son wilford woodruff jr and his son wilford smith woodruff and his son charles,and moza begat binea and rephaiah his son eleasah his son azel his son,0.7163195731266376,1 Chronicles 9:43,Old Testament
the children of men zion shall flourish upon the hills and rejoice excedingly upon the,zion shall flourish upon the hills and rejoice upon the mountains and shall be assembled,0.7162430318560997,Doctrine and Covenants 49:25,Doctrine and Covenants
god and christ and celestial saints dwell they cannot come worlds without end but those,and they shall be servants of the most high but where god and christ dwell they cannot come worlds without end,0.7160085577563721,Doctrine and Covenants 76:112,Doctrine and Covenants
turn the hearts of the children to their fathers and the fathers to the children,the children the promises made to the fathers and the hearts of the children shall,0.7157617535101761,Joseph Smith--History 1:39,Pearl of Great Price
first time are you called to walk by faith not by sight for always before,for we walk by faith not by sight,0.7155714329968585,2 Corinthians 5:7,New Testament
selves whether in heat or in cold and clens your feet with water pure water,feet even with water pure water whether in heat or in cold and bear testimony,0.7152824831250683,Doctrine and Covenants 84:92,Doctrine and Covenants
for man to enter into this kingdom of god those who seek to enter in,a rich man to enter into the kingdom of god,0.7151697812863558,Luke 18:25,New Testament
thou shalt be a comfort unto them thou shalt be baptized the day thou art,and it shall be given thee from the time thou shalt go until the time thou shalt return what thou shalt do,0.7150257494860356,Doctrine and Covenants 28:15,Doctrine and Covenants
with her i walked with her on her return home about a mile she sent,with her suburbs and kirjathaim with her suburbs,0.7149054047450055,1 Chronicles 6:76,Old Testament
with her i walked with her on her return home about a mile she sent,and hilen with her suburbs debir with her suburbs,0.7149054047450055,1 Chronicles 6:58,Old Testament
ancient apostles and prophets christ jesus being the chief corner stone in the church is,and are built upon the foundation of the apostles and prophets jesus christ himself being the chief corner stone,0.7142779988002158,Ephesians 2:20,New Testament
church of jesus christ of latterday saints the zion of god and the kingdom of,let all the people of the church of jesus christ of latterday saints and those,0.714208500478645,Doctrine and Covenants 136:2,Doctrine and Covenants
the days of the coming of the son of man first to the saints of,even in the day of the coming of the son of man,0.7141007195925474,Doctrine and Covenants 63:53,Doctrine and Covenants
to the 1st of st john the light shineth in darkness and and again the,i am the light which shineth in darkness and the darkness comprehendeth it not,0.7139462351356816,Doctrine and Covenants 10:58,Doctrine and Covenants
thou shalt be a comfort unto them thou shalt be baptized the day thou art,whither thou wouldest but when thou shalt be old thou shalt stretch forth thy hands,0.7135346798795061,John 21:18,New Testament
push the people together to the ends of the earth no power shall stay thee,for behold they shall push the people together from the ends of the earth,0.713132027883208,Doctrine and Covenants 58:45,Doctrine and Covenants
and the love of god our father and the grace of jesus christ our lord,grace unto you and peace from god our father and the lord jesus christ,0.7130949352165943,2 Thessalonians 1:2,New Testament
wilderness prepare ye the way of the lord and make his paths strait and they,of one crying in the wilderness prepare ye the way of the lord make his paths straight,0.713015835706641,Matthew 3:3,New Testament
own sake my sake and for the sake of christ and the kingdom of god,as much as it were possible for christ's sake and for the sake of our people,0.7129780954215936,Jacob 1:4,Book of Mormon
in bonds or imprisionment for the word of god and testimony of jesus christ the,word of god and for the testimony of jesus christ,0.7129339594814548,Revelation 1:9,New Testament
j taylor 44 we met with 3 sons and 2 sons in law of john,and the sons of kenaz othniel and seraiah and the sons of othniel hathath,0.7128840297709171,1 Chronicles 4:13,Old Testament
j taylor 44 we met with 3 sons and 2 sons in law of john,the sons of ezer bilhan and zavan and jakan the sons of dishan uz and aran,0.7128840297709171,1 Chronicles 1:42,Old Testament
j taylor 44 we met with 3 sons and 2 sons in law of john,the sons of naphtali jahziel and guni and jezer and shallum the sons of bilhah,0.7128840297709171,1 Chronicles 7:13,Old Testament
heaven and earth pass away my words shall not pass away but shall be fulfilled,shall not pass away until all i have told you shall be fulfilled,0.7127834101080279,Joseph Smith--Matthew 1:34,Pearl of Great Price
heaven and earth pass away my words shall not pass away but shall be fulfilled,have told you shall not pass away until all shall be fulfilled,0.7127834101080279,Doctrine and Covenants 45:23,Doctrine and Covenants
done better myself and i bless you in the name of the lord with all,we bless you in the name of the lord,0.7125518389439345,Psalms 129:8,Old Testament
ate it it was in my mouth sweet as honey but in my belly it,and it was in my mouth sweet as honey and as soon as i had eaten it my belly was bitter,0.7124656523198107,Revelation 10:10,New Testament
them up saith the lord of hosts as i the lord have suffered so will,saith the lord of hosts and i will turn unto you saith the lord of hosts,0.7124235470620478,Zechariah 1:3,Old Testament
and promised them that they should sit upon twelve thrones judging the twelve tribes of,his glory ye also shall sit upon twelve thrones judging the twelve tribes of israel,0.712245321698015,Matthew 19:28,New Testament
upon the wicked but hearken and hear o ye apostles elders and people of my,hearken o ye people of my church and ye elders listen together and hear my,0.711227078715152,Doctrine and Covenants 45:6,Doctrine and Covenants
thou shalt have a residence in zion and do a great work there thou shalt,and it shall be given thee from the time thou shalt go until the time thou shalt return what thou shalt do,0.7111980490097302,Doctrine and Covenants 28:15,Doctrine and Covenants
"let our eye look upon zion and let her be defiled"" ""but they know not",now also many nations are gathered against thee that say let her be defiled and let our eye look upon zion,0.7110754883714324,Micah 4:11,Old Testament
of your sins but he said repent therefore and be converted that your sins may,repent ye therefore and be converted that your sins may be blotted out when the,0.7108899386333808,Acts 3:19,New Testament
be distinguished by a pillar of fire by night and cloud by day and in,time in a pillar of a cloud and in a pillar of fire by night,0.7108776534397522,Numbers 14:14,Old Testament
we will not serve thy gods men worship the golden image which thou hast set,not ye serve my gods nor worship the golden image which i have set up,0.7106458302695865,Daniel 3:14,Old Testament
of sickness by the laying on of hands in the name of the lord i,the laying on of the hands of the presbytery,0.7102537327983729,1 Timothy 4:14,New Testament
to be baptized for the remission of my sins for i had not been since,israel the second time and had not been baptized for the remission of sins,0.7102147662626052,Doctrine and Covenants 137:6,Doctrine and Covenants
warn the nations that they may be left without excuse in the day of their,falleth that they may be left also without excuse,0.710084318452013,Doctrine and Covenants 124:7,Doctrine and Covenants
apostle said we have precept upon precept line upon line here a little and there,but the word of the lord was unto them precept upon precept precept upon precept,0.7100043807029778,Isaiah 28:13,Old Testament
oil in their vessels with their lamps and prepare to go forth to meet the,but the wise took oil in their vessels with their lamps,0.70999982515833,Matthew 25:4,New Testament
thou shalt labour in the temple of the lord thy god thou shalt teach thy,and thou shalt know that thy tabernacle shall be in peace and thou shalt visit thy habitation and shalt not sin,0.709667631041117,Job 5:24,Old Testament
thou shalt labour in the temple of the lord thy god thou shalt teach thy,the lord thy god which thou shalt make thee,0.7095043569263323,Deuteronomy 16:21,Old Testament
resurrection the good ^and bad^ will arise before those who die after the resurrection of,words their resurrection cometh to pass before the resurrection of those who die after the resurrection of christ,0.7094323969914129,Alma 40:19,Book of Mormon
i will build my church and th[e] gates of hell shall not prevail against it,my rock the gates of hell shall not prevail against you,0.7093007043458484,Doctrine and Covenants 18:5,Doctrine and Covenants
repent and be baptized for the remission of sins of your sins and recieve the,yea repent and be baptized every one of you for a remission of your sins,0.7092619876888255,Doctrine and Covenants 33:11,Doctrine and Covenants
out of the midst of him may the lord hasten it in his time and,the lord will hasten it in his time,0.7090412365783131,Isaiah 60:22,Old Testament
thou shalt have a residence in zion and do a great work there thou shalt,of all his prophets and the lord said thou shalt entice him and thou shalt,0.70845989322879,2 Chronicles 18:21,Old Testament
the lord will soon come out of his hiding place and in his fury he,out of his hiding place and in his fury vex the nation,0.7083118449574062,Doctrine and Covenants 101:89,Doctrine and Covenants
houses and inhabit them plant vineyards and eat the fruit thereof i pray that her,and they shall build houses and inhabit them and they shall plant vineyards and eat the fruit of them,0.7079890267312521,Isaiah 65:21,Old Testament
to bless you and we ask god the eternal father in the name of jesus,o god the eternal father we ask thee in the name of thy son jesus,0.7079610892184144,Doctrine and Covenants 20:79,Doctrine and Covenants
to bless you and we ask god the eternal father in the name of jesus,o god the eternal father we ask thee in the name of thy son jesus,0.7079610892184144,Moroni 4:3,Book of Mormon
to bless you and we ask god the eternal father in the name of jesus,o god the eternal father we ask thee in the name of thy son jesus,0.7079610892184144,Doctrine and Covenants 20:77,Doctrine and Covenants
to bless you and we ask god the eternal father in the name of jesus,o god the eternal father we ask thee in the name of thy son jesus,0.7079610892184144,Moroni 5:2,Book of Mormon
of man and may thy will be done on earth in all things as it,thy will be done on earth as it is in heaven,0.7077186477195774,3 Nephi 13:10,Book of Mormon
went home and so did i and spent the rest of the day with the,so eliphaz the temanite and bildad the shuhite and zophar the naamathite went and did,0.7072494099299145,Job 42:9,Old Testament
into my kingdom but he that doeth the will of my father who is in,heaven but he that doeth the will of my father who is in heaven,0.7069714588566179,3 Nephi 14:21,Book of Mormon
cease to speak evil one of another cease drunkenness and let your words tend to,cease to contend one with another cease to speak evil one of another,0.706873206745981,Doctrine and Covenants 136:23,Doctrine and Covenants
thou shalt labour in the temple of the lord thy god thou shalt teach thy,thou shalt bring of thy land that the lord thy god giveth thee and shalt,0.7068409148188516,Deuteronomy 26:2,Old Testament
and son wilford woodruff jr and his son wilford smith woodruff and his son charles,and the sons of ephraim shuthelah and bered his son and tahath his son and eladah his son and tahath his son,0.7067216139595615,1 Chronicles 7:20,Old Testament
stone was laid on the temple of the lord in nauvoo hancock county illinois with,was laid upon a stone in the temple of the lord,0.706562331738179,Haggai 2:15,Old Testament
the coming of the son of man and i had the spirit and power of,the signs of the coming of the son of man,0.7065570343784349,Doctrine and Covenants 68:11,Doctrine and Covenants
children and the hearts of the children unto the fathers even those who are in,children to their fathers and the hearts of the fathers to the children,0.7063271368031931,Doctrine and Covenants 98:16,Doctrine and Covenants
of the widow and the fatherless come not up into the ears of the lord,into the army that the cries of the widow and the fatherless come not up,0.7062741179761005,Doctrine and Covenants 136:8,Doctrine and Covenants
shilo their king o hear o hear us o lord in these our petitions and,o hear o hear o hear us o lord! and answer these petitions and accept,0.7062173006679185,Doctrine and Covenants 109:78,Doctrine and Covenants
the inspiration of the almighty giveth it understanding it is through this principle that this,but there is a spirit in man and the inspiration of the almighty giveth them understanding,0.7062096478710559,Job 32:8,Old Testament
name if they will hearken unto my voice and do as i command them the,and if my people will hearken unto my voice and unto the voice of my,0.7058390338730154,Doctrine and Covenants 124:45,Doctrine and Covenants
the spirit and power of god and the gift of the holy ghost that they,the spirit and by the power of the holy ghost for as the power of,0.7056136370569809,Moroni 6:9,Book of Mormon
defence of the truth and for the word of god and the testimony of jesus,word of god and for the testimony of jesus christ,0.7055444212988446,Revelation 1:9,New Testament
thou shalt have a residence in zion and do a great work there thou shalt,in travail for now shalt thou go forth out of the city and thou shalt,0.7054619327983672,Micah 4:10,Old Testament
